10/04/2015-904517, 3868, $11,359
10/04/2015-104517, 3869, $11,364
10/04/2015-114517, 3869, $11,364
10/04/2015-124517, 3869, $11,364
10/04/2015-134517, 3869, $11,364
10/04/2015-144517, 3870, $11,365
